".model","armse","amae","amape","srmse","smae","smape","h","i"
"bu",3366.24739331136,2486.10706002155,22.5085973817952,7209.90451190283,5093.4011754669,17.3483393426725,2,146
"mint",3354.65362377722,2558.30689449787,22.8233961737178,7217.66606984307,5317.43770377027,16.592303240334,2,146
"ols",3494.55513487528,2624.89702656243,37.4038941828067,7337.07552968102,5380.4149721059,42.0390303373851,2,146
"wlss",3469.82647763423,2566.11919995762,38.0377470969319,7264.81222129272,5219.26767540579,43.9285993521015,2,146
"wlsv",3485.76209978209,2650.31862237184,22.4335593343691,7561.74288276324,5613.66930989543,17.462218109434,2,146
"base",3938.59155888382,3842.66466232797,25.6244239645457,8183.30048866458,7937.42124923364,17.9898222629205,2,147
"bu",3953.39866860764,3870.29315694242,25.2064215823785,8274.46198340317,8063.60355822006,18.1649369734631,2,147
"mint",3876.966968241,3769.50283287379,24.6852138557152,8159.03328951333,7876.81545634505,17.3008074312458,2,147
"ols",4131.39733299804,4026.72815642559,32.453953998712,8493.80273039684,8251.41135954335,28.4981869459709,2,147
"wlss",4096.83539580284,4011.83218494817,25.3413647812866,8522.26828094954,8308.35087929511,17.7568256553577,2,147
"wlsv",4078.81083821675,3991.08248387453,25.6259421108601,8596.95861406884,8378.32188899391,18.3526030241067,2,147
"base",2640.61466383121,2579.6209213145,25.7251319930619,5006.87259820627,4879.08903264809,19.2942435641873,2,148
"bu",2590.08137980094,2529.07939073723,25.6316816063853,4871.6184119975,4742.9069221407,19.3101595017439,2,148
"mint",2336.12852586717,2254.43679331411,23.8493962341172,4307.83702263404,4149.33347474886,17.4587623767092,2,148
"ols",2691.78901757629,2636.45649279131,19.8348429386398,5140.08757722494,5056.85728131206,15.4130024077129,2,148
"wlss",2767.11358062461,2710.12851277718,17.4483716779615,5265.93973886833,5169.77367328728,10.8452538949228,2,148
"wlsv",2738.57350817975,2681.35582113687,25.4983921940395,5250.43876771446,5144.77745252897,18.6689942483879,2,148
