".model","armse","amae","amape","srmse","smae","smape","h","i"
"ols",44140.7822891028,38246.9021154811,16.0307902535683,NA,NA,NA,4,140
"wlss",43854.2512061499,38172.0919455906,16.0183635526593,NA,NA,NA,4,140
"wlsv",43713.3085733358,37948.4339600965,15.9139570591939,NA,NA,NA,4,140
"base",38828.6835620429,29691.4719229737,12.5720686568822,NA,NA,NA,4,141
"bu",37642.085983286,28963.7811212303,12.2997316626466,NA,NA,NA,4,141
"mint",36234.5225778974,28616.2707555873,12.2673019596258,NA,NA,NA,4,141
"ols",38795.3955590183,29666.9887534673,12.5583559303778,NA,NA,NA,4,141
"wlss",38931.8557433897,29780.9576140624,12.6060462168034,NA,NA,NA,4,141
"wlsv",38391.44053472,29389.0595497848,12.4456958862623,NA,NA,NA,4,141
"base",28539.4291627154,22227.5216557018,9.99849303140592,NA,NA,NA,4,142
"bu",26899.711143147,21995.3795892541,10.0263855807004,NA,NA,NA,4,142
"mint",23893.8858264314,21414.9817117957,10.0394750385052,NA,NA,NA,4,142
"ols",28567.903871519,22272.687602572,10.0196098758424,NA,NA,NA,4,142
"wlss",27750.7139610406,21756.0391501759,9.80893657964405,NA,NA,NA,4,142
"wlsv",28100.6065624528,22236.7520679429,10.0504295182993,NA,NA,NA,4,142
"base",16251.2676045658,11673.4628584598,5.66957879246431,NA,NA,NA,4,143
"bu",15750.0624543571,11730.8626279222,5.78222393240044,NA,NA,NA,4,143
"mint",15810.8515056948,12566.4876769015,6.25057202930242,NA,NA,NA,4,143
"ols",16177.2288957895,11627.6741760882,5.65997333754837,NA,NA,NA,4,143
"wlss",16169.1447349212,11880.4427571761,5.79519989985921,NA,NA,NA,4,143
"wlsv",16137.267686926,11731.1316920229,5.7250150161075,NA,NA,NA,4,143
"base",26362.8157578547,21581.0858403123,9.8907921750091,NA,NA,NA,4,144
"bu",25303.5494619368,20622.68167044,9.51226096392901,NA,NA,NA,4,144
"mint",22407.2711913392,19677.7081578679,9.2811211217541,NA,NA,NA,4,144
"ols",26468.5164359771,21790.2330048026,10.0000549120502,NA,NA,NA,4,144
"wlss",25986.3838551127,21380.3052471717,9.83209547891491,NA,NA,NA,4,144
"wlsv",25585.9360258196,21082.6066680137,9.7010558316503,NA,NA,NA,4,144
"base",30255.1323984772,26825.3444890812,11.9867310461461,NA,NA,NA,4,145
"bu",28502.29603643,24839.7857892558,11.0679575287764,NA,NA,NA,4,145
"mint",29375.1475893447,25948.5372882017,11.5871652370086,NA,NA,NA,4,145
"ols",30052.0550494088,26508.6301259241,11.8351856735183,NA,NA,NA,4,145
"wlss",29551.2415597276,25978.3729758577,11.5912409277845,NA,NA,NA,4,145
"wlsv",29521.777908404,25878.1401341176,11.5411923974713,NA,NA,NA,4,145
"base",28319.9949490961,24545.292116621,11.0821725991014,NA,NA,NA,4,146
"bu",25702.0767089755,21540.1141794637,9.67487489115348,NA,NA,NA,4,146
"mint",25807.2750313603,21663.4757130782,9.73253319699316,NA,NA,NA,4,146
"ols",27522.6016485555,23578.4223223999,10.6262013236262,NA,NA,NA,4,146
"wlss",27116.3844438926,23204.0623777572,10.4557492808264,NA,NA,NA,4,146
