".model","armse","amae","amape","srmse","smae","smape","h","i"
"wlsv",10489.4750710551,10024.7812779662,17.1386499365729,16851.2678329832,16051.4886223789,14.1323714169442,3,147
"base",12103.2920015538,11269.9527689023,17.0816306691459,19677.8790441487,18294.8203071939,13.9220777425899,3,148
"bu",10858.0840702708,10009.4362069788,16.3906575843504,17617.9874133092,16180.6570511006,14.553363413297,3,148
"mint",10213.1445632114,9272.60582564098,14.8717573802963,16495.074142891,14969.0242626388,12.3577113960116,3,148
"ols",11260.7318577627,10412.4440762655,9.93505512091301,18656.0132822749,17304.1529139886,4.93767297637652,3,148
"wlss",11211.198171216,10357.3810446585,14.0123343450483,18373.6923122923,17053.3949639482,11.3048785853321,3,148
"wlsv",11109.9196099687,10276.8107152692,16.493640004396,18051.420004483,16623.7931535333,14.2508013660188,3,148
"base",15031.4926089295,13919.7356099012,17.5236929695459,24568.7588187068,22827.4430377432,10.6196503282388,3,149
"bu",14527.5966693135,13332.5996320185,17.7541417179596,23588.7244048191,21714.6893274263,10.4699746969557,3,149
"mint",13103.802987812,11614.8324101796,16.41347399382,20826.067563237,18441.4398941642,5.17667426822187,3,149
"ols",14944.5739024933,13735.9376347194,16.4846650919692,23756.4412116168,21827.9728819744,1.66178455618,3,149
"wlss",14895.1613254207,13656.1546410027,15.3905416658337,24039.0335661673,22125.5283203501,2.63798333762013,3,149
"wlsv",14449.7134632849,13179.8428555809,17.6190933385302,23465.6352979563,21442.5935611766,10.2637343495052,3,149
"base",18100.3562477842,17994.624707709,20.5804847253781,29516.6172766316,29472.9420206087,8.09707063222106,3,150
"bu",17011.8981698445,16889.8098921304,20.2205399905304,27539.5870959655,27510.6276273897,7.43669295224352,3,150
"mint",17423.1785855179,17282.6935113125,20.2885297168259,28186.7734160824,28162.8457621993,6.73434739082013,3,150
"ols",17692.5146610627,17573.6712180393,19.2530051511009,28913.7067071806,28880.3905478956,7.21422297891038,3,150
"wlss",17485.9115450344,17388.1693606043,20.913312594074,28476.0219445729,28409.9333280869,9.37831978343657,3,150
